,Name,Localization,Distance to center,Score,Experiences number,Links
866,Hotel Fontaines du Luxembourg,"6th arr., Paris",0.7 miles,8.0,52 reviews,https://www.booking.com//hotel/fr/luxembourg.html?from=searchresults;#hotelTmpl
867,Sweet Inn Apartments-Gravilliers,"3rd arr., Paris","2,950 feet",8.6,"2,124 reviews",https://www.booking.com//hotel/fr/sweet-inn-apartments-gravilliers.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
868,Hotel Montmartre Clignancourt,"18th arr., Paris",1.9 miles,8.6,11 reviews,https://www.booking.com//hotel/fr/montmartre-clignancourt.html?from=searchresults;#hotelTmpl
869,Résidence Bonne Nouvelle,"2nd arr., Paris",0.8 miles,7.1,980 reviews,https://www.booking.com//hotel/fr/charmant-appartement-coeur-de-paris.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
870,My Nest Inn Paris Panthéon,"5th arr., Paris",0.8 miles,7.0,31 reviews,https://www.booking.com//hotel/fr/my-nest-inn-apartment-mouffetrad.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
871,Art Hotel Eiffel,"15th arr., Paris",2.5 miles,8.0,"2,214 reviews",https://www.booking.com//hotel/fr/art-eiffel.html?from=searchresults;#hotelTmpl
872,Villa Eugenie,"17th arr., Paris",2.7 miles,8.7,993 reviews,https://www.booking.com//hotel/fr/villaeugenie.html?from=searchresults;#hotelTmpl
873,Welkeys - Bonne Nouvelle Apartment,"2nd arr., Paris",0.9 miles,7.5,765 reviews,https://www.booking.com//hotel/fr/welkeys-bonne-nouvelle.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
874,Hôtel Galileo Champs Elysées,"8th arr., Paris",2.6 miles,9.5,80 reviews,https://www.booking.com//hotel/fr/galileo.html?from=searchresults;#hotelTmpl
875,Boutique Hôtel Konfidentiel,"1st arr., Paris","2,800 feet",8.7,189 reviews,https://www.booking.com//hotel/fr/konfidentiel.html?from=searchresults;#hotelTmpl
876,The Element Hôtel,"10th arr., Paris",1.2 miles,9.9,8 reviews,https://www.booking.com//hotel/fr/moderne-du-temple.html?from=searchresults;#hotelTmpl
877,Drawing Hotel,"1st arr., Paris",0.9 miles,8.1,"1,059 reviews",https://www.booking.com//hotel/fr/drawinghotel.html?from=searchresults;#hotelTmpl
878,Holiday Inn Paris Gare Montparnasse,"14th arr., Paris",1.8 miles,7.9,888 reviews,https://www.booking.com//hotel/fr/holiday-inn-paris-montparnasse-maine.html?from=searchresults;#hotelTmpl
879,AC Hotel Paris Porte Maillot by Marriott,"17th arr., Paris",3.1 miles,8.3,123 reviews,https://www.booking.com//hotel/fr/ac-paris-porte-maillot-by-marriott.html?from=searchresults;#hotelTmpl
880,Hôtel Elysées Paris,"17th arr., Paris",2.9 miles,8.4,"1,634 reviews",https://www.booking.com//hotel/fr/hotel-elysees-paris-france.html?from=searchresults;#hotelTmpl
881,Hôtel Le Royal Monceau Raffles Paris,"8th arr., Paris",2.7 miles,7.9,20 reviews,https://www.booking.com//hotel/fr/royal-monceau.html?from=searchresults;#hotelTmpl
882,Hotel Korner Eiffel,"15th arr., Paris",3 miles,7.7,15 reviews,https://www.booking.com//hotel/fr/idealhotel.html?from=searchresults;#hotelTmpl
883,Hotel Aida Opera,"9th arr., Paris",1.2 miles,8.5,"1,747 reviews",https://www.booking.com//hotel/fr/aida-opera.html?from=searchresults;#hotelTmpl
884,La Clef Louvre,"1st arr., Paris",0.9 miles,8.3,32 reviews,https://www.booking.com//hotel/fr/citadines-aparthotel-louvre.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
885,Laz' Hotel Spa Urbain Paris,"9th arr., Paris",1.9 miles,8.0,"1,049 reviews",https://www.booking.com//hotel/fr/laz-39-spa-urbain-paris.html?from=searchresults;#hotelTmpl
886,Residhome Paris Gare de Lyon - Jacqueline de Romilly,"12th arr., Paris",1.8 miles,6.7,41 reviews,https://www.booking.com//hotel/fr/residhome-paris-gare-de-lyon-jacqueline-de-romilly.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
887,Hôtel Le Cardinal,"9th arr., Paris",2 miles,8.8,"1,164 reviews",https://www.booking.com//hotel/fr/le-cardinal-paris.html?from=searchresults;#hotelTmpl
888,Hotel OFF Paris Seine,"13th arr., Paris",1.2 miles,8.0,"2,241 reviews",https://www.booking.com//hotel/fr/off-paris-seine.html?from=searchresults;#hotelTmpl
889,Hôtel Madeleine Plaza,"8th arr., Paris",1.6 miles,8.7,"1,830 reviews",https://www.booking.com//hotel/fr/madeleine-plaza.html?from=searchresults;#hotelTmpl
890,"Shangri-La Hotel, Paris","16th arr., Paris",2.7 miles,8.7,414 reviews,https://www.booking.com//hotel/fr/shangri-la-paris.html?from=searchresults;#hotelTmpl
891,Hotel Les Bulles De Paris,"5th arr., Paris","3,100 feet",8.5,"1,224 reviews",https://www.booking.com//hotel/fr/les-bulles-de-paris.html?from=searchresults;#hotelTmpl
892,Hôtel Etoile Saint Honoré,"8th arr., Paris",2.5 miles,7.6,44 reviews,https://www.booking.com//hotel/fr/sthonore.html?from=searchresults;#hotelTmpl
893,Breathtaking View of Paris - Luxury Apartment,"6th arr., Paris","3,100 feet",7.7,650 reviews,https://www.booking.com//hotel/fr/breathtaking-view-of-paris-luxury-apartment.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
894,Arthemis Apartment - 2 Bedrooms,"3rd arr., Paris","2,600 feet",7.9,733 reviews,https://www.booking.com//hotel/fr/arthemis-apartment-2-bedrooms.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
895,Molière ChicSuites,"1st arr., Paris",1 miles,9.5,55 reviews,https://www.booking.com//hotel/fr/moliere-chicsuite.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
896,Villa Montmartre,"18th arr., Paris",2.1 miles,8.0,21 reviews,https://www.booking.com//hotel/fr/villa-montmartre.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
897,Hôtel Clarisse,"15th arr., Paris",3 miles,8.4,306 reviews,https://www.booking.com//hotel/fr/clarisse.html?from=searchresults;#hotelTmpl
898,Suites & Hôtel Helzear Etoile,"8th arr., Paris",2.6 miles,8.4,"2,038 reviews",https://www.booking.com//hotel/fr/suites-hotel-etoile-helzear.html?from=searchresults;#hotelTmpl
899,Eden Lodge Paris,"11th arr., Paris",1.9 miles,7.1,881 reviews,https://www.booking.com//hotel/fr/eden-lodge-paris.html?from=searchresults;#hotelTmpl
900,Best Western Hotel Opéra Drouot,"9th arr., Paris",1.2 miles,8.6,633 reviews,https://www.booking.com//hotel/fr/comfort-opera-drouot.html?from=searchresults;#hotelTmpl
901,Hôtel Regina Louvre,"1st arr., Paris",1 miles,9.0,56 reviews,https://www.booking.com//hotel/fr/regina-paris.html?from=searchresults;#hotelTmpl
902,Hotel de Saint-Germain,"6th arr., Paris",1 miles,7.2,"1,722 reviews",https://www.booking.com//hotel/fr/desaintgermain.html?from=searchresults;#hotelTmpl
903,Hotel 34B - Astotel,"9th arr., Paris",1.2 miles,8.2,792 reviews,https://www.booking.com//hotel/fr/34b-astotel.html?from=searchresults;#hotelTmpl
904,Short Stay Apartment Quentin,"10th arr., Paris",1.5 miles,8.3,"1,794 reviews",https://www.booking.com//hotel/fr/short-stay-apartment-quentin.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
905,Virgina,"14th arr., Paris",2.5 miles,9.4,347 reviews,https://www.booking.com//hotel/fr/virgina.html?from=searchresults;#hotelTmpl
906,3-bedroom apartment Quai des Grands Augustins,"6th arr., Paris","2,450 feet",8.6,"1,958 reviews",https://www.booking.com//hotel/fr/3-bedroom-apartment-quai-des-grands-augustins.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
907,Hotel The Originals Paris Gare de l'Est Parisiana (ex Inter-Hotel),"10th arr., Paris",1.4 miles,8.9,74 reviews,https://www.booking.com//hotel/fr/brit-parisiana.html?from=searchresults;#hotelTmpl
908,Love Nest in Saint-Michel,"6th arr., Paris","2,450 feet",9.1,41 reviews,https://www.booking.com//hotel/fr/love-nest-in-saint-michel.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
909,Coypel,"13th arr., Paris",1.6 miles,7.8,994 reviews,https://www.booking.com//hotel/fr/coypel.html?from=searchresults;#hotelTmpl
910,"Hôtel Horset Opéra, Best Western Premier Collection","2nd arr., Paris",1.2 miles,9.0,424 reviews,https://www.booking.com//hotel/fr/hotel-horset-opera.html?from=searchresults;#hotelTmpl
911,Crowne Plaza Paris République,"11th arr., Paris",1 miles,9.3,139 reviews,https://www.booking.com//hotel/fr/holiday-inn-paris-republique.html?from=searchresults;#hotelTmpl
912,1 Square du Docteur Blanche,"16th arr., Paris",3.7 miles,9.0,18 reviews,https://www.booking.com//hotel/fr/1-square-du-docteur-blanche.html?from=searchresults;#hotelTmpl
913,Renaissance Paris Republique Hotel & Spa,"10th arr., Paris",1 miles,7.7,114 reviews,https://www.booking.com//hotel/fr/renaissance-paris-republique.html?from=searchresults;#hotelTmpl
914,Private Apartment - Opera - Bourse,"2nd arr., Paris",1.2 miles,8.0,"1,990 reviews",https://www.booking.com//hotel/fr/private-apartment-opera-bourse.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
915,Hotel Elysa-Luxembourg,"5th arr., Paris",0.9 miles,7.1,33 reviews,https://www.booking.com//hotel/fr/hotelelysaluxembourg.html?from=searchresults;#hotelTmpl
916,Best Western Plus Quartier Latin Pantheon,"5th arr., Paris",0.9 miles,9.2,938 reviews,https://www.booking.com//hotel/fr/timquartierlatinpantheo.html?from=searchresults;#hotelTmpl
917,Sweetinn rue Tardieu,"18th arr., Paris",2 miles,8.9,10 reviews,https://www.booking.com//hotel/fr/sweetinn-apartments-rue-tardieu.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
918,Hotel Cluny Square,"5th arr., Paris","2,800 feet",8.3,50 reviews,https://www.booking.com//hotel/fr/clunysquareparis.html?from=searchresults;#hotelTmpl
919,Appartement Lumineux Paris 13,"13th arr., Paris",2.3 miles,7.9,"1,909 reviews",https://www.booking.com//hotel/fr/appartement-lumiere-bibliotheque-de-france.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
920,Quiet 1 Bedroom Flat Next to Montparnasse,"14th arr., Paris",1.9 miles,8.0,"3,719 reviews",https://www.booking.com//hotel/fr/quiet-1-bedroom-flat-next-to-montparnasse.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
921,West Paris Family - AC - wifi,"16th arr., Paris",3.7 miles,7.7,768 reviews,https://www.booking.com//hotel/fr/west-paris-family-apartment.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
922,Hôtel Orchidée,"14th arr., Paris",2.1 miles,8.8,701 reviews,https://www.booking.com//hotel/fr/de-l-orchidee.html?from=searchresults;#hotelTmpl
923,Private Apartment - Notre Dame - Sorbonne,"5th arr., Paris","2,600 feet",8.0,"1,232 reviews",https://www.booking.com//hotel/fr/private-apartment-notre-dame-sorbonne.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
924,Le Patio Bastille,"11th arr., Paris",1.9 miles,7.2,35 reviews,https://www.booking.com//hotel/fr/le-patio-st-antoine.html?from=searchresults;#hotelTmpl
925,"Amazing Loft ""Saint Germain""","7th arr., Paris",1.1 miles,8.8,650 reviews,https://www.booking.com//hotel/fr/amazing-loft-quot-saint-germain-quot.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
926,Hotel Lorette - Astotel,"9th arr., Paris",1.7 miles,8.6,961 reviews,https://www.booking.com//hotel/fr/loretteopera.html?from=searchresults;#hotelTmpl
927,Hotel Terminus Lyon,"12th arr., Paris",1.2 miles,8.2,21 reviews,https://www.booking.com//hotel/fr/hotelterminuslyon.html?from=searchresults;#hotelTmpl
928,Europe Saint Severin-Paris Notre Dame,"5th arr., Paris","2,300 feet",8.4,720 reviews,https://www.booking.com//hotel/fr/europesaintseverin.html?from=searchresults;#hotelTmpl
929,Mercure Paris 17 Batignolles,"17th arr., Paris",3 miles,8.5,"2,783 reviews",https://www.booking.com//hotel/fr/mercure-paris-17-batignolles.html?from=searchresults;#hotelTmpl
930,Apollon Montparnasse,"14th arr., Paris",2.2 miles,9.0,299 reviews,https://www.booking.com//hotel/fr/apollon-montparnasse.html?from=searchresults;#hotelTmpl
931,"Apartment corporate ""Porte de Versailles""","14th arr., Paris",2.3 miles,9.1,61 reviews,https://www.booking.com//hotel/fr/apartment-corporate-porte-de-versailles.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
932,Citadines Didot Montparnasse,"14th arr., Paris",2.6 miles,8.2,968 reviews,https://www.booking.com//hotel/fr/citadines-aparthotel-didotalesia.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
933,Citadines République Paris,"11th arr., Paris",1.2 miles,7.7,"3,101 reviews",https://www.booking.com//hotel/fr/citadines-aparthotel-paris-voltaire-republique.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
934,Elégant appartement lumineux proche tour Eiffel,"16th arr., Paris",4.3 miles,7.7,"1,673 reviews",https://www.booking.com//hotel/fr/elegant-appartement-lumineux-proche-tour-eiffel.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
935,Sweet Inn - Saint Lazare,"9th arr., Paris",1.7 miles,8.4,71 reviews,https://www.booking.com//hotel/fr/sweet-inn-apartments-saint-lazare.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
936,Villa Glamour,"16th arr., Paris",3.1 miles,8.4,32 reviews,https://www.booking.com//hotel/fr/villa-glamour.html?from=searchresults;#hotelTmpl
937,Hôtel Des Batignolles,"17th arr., Paris",2.4 miles,8.5,39 reviews,https://www.booking.com//hotel/fr/des-batignolles.html?from=searchresults;#hotelTmpl
938,Hôtel des Deux Avenues,"17th arr., Paris",2.9 miles,8.3,7 reviews,https://www.booking.com//hotel/fr/des-deux-avenues.html?from=searchresults;#hotelTmpl
939,Hotel Marignan Champs-Elysées,"8th arr., Paris",2.2 miles,8.8,"1,817 reviews",https://www.booking.com//hotel/fr/marignan-champs-elysees.html?from=searchresults;#hotelTmpl
940,Appartement Lenoir,"11th arr., Paris",1 miles,7.3,48 reviews,https://www.booking.com//hotel/fr/appartement-lenoir.html?from=searchresults;#hotelTmpl
941,Avenir Hotel Montmartre,"9th arr., Paris",1.8 miles,8.1,997 reviews,https://www.booking.com//hotel/fr/avenir-montmartre.html?from=searchresults;#hotelTmpl
942,Timhotel Paris Gare de l'Est,"10th arr., Paris",1.3 miles,8.3,"1,368 reviews",https://www.booking.com//hotel/fr/timhotel-paris-gar.html?from=searchresults;#hotelTmpl
943,K+K Hôtel Cayré Saint Germain des Prés,"7th arr., Paris",1.2 miles,7.2,"4,197 reviews",https://www.booking.com//hotel/fr/gtcayre.html?from=searchresults;#hotelTmpl
944,Hotel de Crillon,"8th arr., Paris",1.6 miles,8.8,"1,123 reviews",https://www.booking.com//hotel/fr/de-crillon-paris.html?from=searchresults;#hotelTmpl
945,Residhome Paris Rosa Parks,"19th arr., Paris",2.9 miles,8.3,587 reviews,https://www.booking.com//hotel/fr/residhome-paris-rosa-parks.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
946,Esprit Saint Germain,"6th arr., Paris",0.8 miles,7.4,461 reviews,https://www.booking.com//hotel/fr/esprit-saint-germain.html?from=searchresults;#hotelTmpl
947,Montorgueil apartment,"2nd arr., Paris",0.7 miles,7.9,746 reviews,https://www.booking.com//hotel/fr/montorgueil.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
948,Castex Hotel,"4th arr., Paris",0.7 miles,7.9,10 reviews,https://www.booking.com//hotel/fr/castexhotel.html?from=searchresults;#hotelTmpl
949,Hotel Malte - Astotel,"2nd arr., Paris",1 miles,8.6,"1,057 reviews",https://www.booking.com//hotel/fr/malteopera.html?from=searchresults;#hotelTmpl
950,Le Logis de Montmartre,"18th arr., Paris",2.5 miles,8.4,44 reviews,https://www.booking.com//hotel/fr/le-logis-montmartrois.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
951,Sweet Inn Apartments Montaigne,"8th arr., Paris",2.3 miles,,,https://www.booking.com//hotel/fr/sweet-inn-apartments-montaigne.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
952,Renaissance Paris Le Parc Trocadero Hotel,"16th arr., Paris",3.1 miles,,,https://www.booking.com//hotel/fr/renaissance-paris-le-parc-trocadero.html?from=searchresults;#hotelTmpl
953,Eiffel Petit Louvre,"15th arr., Paris",2.7 miles,,,https://www.booking.com//hotel/fr/eiffel-petit-louvre.html?from=searchresults;#hotelTmpl
954,Dreamyflat - Apartment Marais II,"4th arr., Paris",350 feet,,,https://www.booking.com//hotel/fr/luxury-apartment-ii-marais-area-best-place-in-paris.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
955,Hotel Opéra Richepanse,"1st arr., Paris",1.5 miles,,,https://www.booking.com//hotel/fr/hoteloperarichepanse.html?from=searchresults;#hotelTmpl
956,Beautiful Triplex in the center of Paris,"10th arr., Paris",1 miles,,,https://www.booking.com//hotel/fr/beautiful-triplex-in-the-center-of-paris.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
957,Private Apartment - Central Paris - Chatelet,"1st arr., Paris","1,950 feet",,,https://www.booking.com//hotel/fr/private-apartment-central-paris-chatelet.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
958,Familia Hotel,"5th arr., Paris",0.7 miles,,,https://www.booking.com//hotel/fr/familia-paris.html?from=searchresults;#hotelTmpl
959,Hotel Minerve,"5th arr., Paris",0.6 miles,,,https://www.booking.com//hotel/fr/minerve.html?from=searchresults;#hotelTmpl
960,Etoile Trocadero,"16th arr., Paris",3 miles,,,https://www.booking.com//hotel/fr/etoile-trocadero.html?from=searchresults;#hotelTmpl
961,Hotel Parister,"9th arr., Paris",1.3 miles,,,https://www.booking.com//hotel/fr/parister.html?from=searchresults;#hotelTmpl
962,Chatillon Paris Montparnasse,"14th arr., Paris",2.5 miles,,,https://www.booking.com//hotel/fr/chatillon.html?from=searchresults;#hotelTmpl
963,CMG Montorgueil II,"2nd arr., Paris",0.9 miles,,,https://www.booking.com//hotel/fr/cmg-grands-boulevards-paris.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
964,Hotel Scarlett,"20th arr., Paris",1.8 miles,,,https://www.booking.com//hotel/fr/scarlett.html?from=searchresults;#hotelTmpl
965,Excelsior Batignolles,"17th arr., Paris",2.3 miles,,,https://www.booking.com//hotel/fr/le-baldaquin-excelsior.html?from=searchresults;#hotelTmpl
966,Sweet Inn Apartment - Chevalier Saint Georges,"1st arr., Paris",1.5 miles,,,https://www.booking.com//hotel/fr/sweet-inn-apartment-chevalier-saint-georges.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
967,Hôtel Gramont Opera,"2nd arr., Paris",1.2 miles,,,https://www.booking.com//hotel/fr/gramont-opera.html?from=searchresults;#hotelTmpl
968,Elysées Union,"16th arr., Paris",2.9 miles,,,https://www.booking.com//hotel/fr/elyseesunion.html?from=searchresults;#hotelTmpl
969,Hotel Les Bains Paris,"3rd arr., Paris","2,800 feet",,,https://www.booking.com//hotel/fr/les-bains-paris.html?from=searchresults;#hotelTmpl
970,T2 Cosy,"18th arr., Paris",2.4 miles,,,https://www.booking.com//hotel/fr/t2-cosy.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
971,Hôtel Hélios Opéra,"9th arr., Paris",1.6 miles,,,https://www.booking.com//hotel/fr/heliosopera.html?from=searchresults;#hotelTmpl
972,Idéal Hôtel Design,"14th arr., Paris",2.6 miles,,,https://www.booking.com//hotel/fr/ideal-hotel-paris.html?from=searchresults;#hotelTmpl
973,Novotel Suites Paris Montreuil Vincennes,"20th arr., Paris",2.9 miles,,,https://www.booking.com//hotel/fr/suitehotel-paris-porte-de-montreuil.html?from=searchresults;#hotelTmpl
974,Abesses Apartment,"18th arr., Paris",2.1 miles,,,https://www.booking.com//hotel/fr/abesses-apartment.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
975,Sweet Inn - Sevres,"Paris City Center, Paris",1.7 miles,,,https://www.booking.com//hotel/fr/sweet-inn-apartments-sevres.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
976,Private Apartment - Mabillon - Saint Germain des Pres,"6th arr., Paris",0.7 miles,,,https://www.booking.com//hotel/fr/private-apartment-mabillon-saint-germian-des-pres.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
977,Apt Terrasse Ourcq,"19th arr., Paris",2.8 miles,,,https://www.booking.com//hotel/fr/apt-terrasse-ourcq.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
978,Ampère,"17th arr., Paris",3.1 miles,,,https://www.booking.com//hotel/fr/ampere.html?from=searchresults;#hotelTmpl
979,Cmg Bnf III,"13th arr., Paris",1.4 miles,,,https://www.booking.com//hotel/fr/cmg-bnf-iii.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
980,Citadines Bastille Gare de Lyon Paris,"12th arr., Paris",1.6 miles,,,https://www.booking.com//hotel/fr/citadines-paris-bastille-nation.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
981,Hôtel des Ecrivains,"13th arr., Paris",1.6 miles,,,https://www.booking.com//hotel/fr/des-arts-paris.html?from=searchresults;#hotelTmpl
982,Lodge In,"13th arr., Paris",2.7 miles,,,https://www.booking.com//hotel/fr/lodge-in-mis.html?from=searchresults;#hotelTmpl
983,Hôtel A La Villa des Artistes,"6th arr., Paris",1.4 miles,,,https://www.booking.com//hotel/fr/bwvilladesartistes.html?from=searchresults;#hotelTmpl
984,Citadines Trocadéro Paris,"16th arr., Paris",3.1 miles,,,https://www.booking.com//hotel/fr/citadines-aparthotel-trocadero.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
985,Grand Hôtel de Clermont,"18th arr., Paris",2.1 miles,,,https://www.booking.com//hotel/fr/grand-de-clermont.html?from=searchresults;#hotelTmpl
986,Arian Hôtel,"13th arr., Paris",2.2 miles,,,https://www.booking.com//hotel/fr/arian.html?from=searchresults;#hotelTmpl
987,MAGNIFIQUE 5 PIECES,"3rd arr., Paris",0.8 miles,,,https://www.booking.com//hotel/fr/magnifique-5-pieces.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
988,Hôtel Madeleine Haussmann,"8th arr., Paris",1.7 miles,,,https://www.booking.com//hotel/fr/hotel-madeleine-haussman.html?from=searchresults;#hotelTmpl
989,Sweet Inn Champs Elysees Ponthieu,"8th arr., Paris",2.3 miles,,,https://www.booking.com//hotel/fr/sweet-inn-apartments-champs-elysees-ponthieu.html?bhgwe_bhr=0&from=searchresults;#hotelTmpl
